City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Plérin,48.5425,-2.7798,277.04,92,60,1.34,FR,1612675032
Baoro,5.6667,15.9667,289.32,36,78,1.34,CF,1612675032
Rocha,-34.4833,-54.3333,289.99,93,2,1.59,UY,1612675032
Porto-Novo,6.4965,2.6036,301.15,89,40,1.54,BJ,1612675033
Camacha,33.0833,-16.3333,287.15,72,75,4.63,PT,1612675033
Maniitsoq,65.4167,-52.9,273.3,79,0,11.37,GL,1612675033
Avera,33.194,-82.5271,277.15,94,90,3.6,US,1612675033
Taikang,46.8333,124.4167,258.01,86,0,3.66,CN,1612675033
Haputale,6.7681,80.9595,302.15,84,0,4.63,LK,1612675033
Turukhansk,65.8167,87.9833,252.26,89,83,2.86,RU,1612675033
Stephenville,32.2207,-98.2023,279.26,81,1,2.57,US,1612675033
Rosa Zarate,0.3333,-79.4667,296.99,93,94,0.28,EC,1612675033
Del Rio,29.3627,-100.8968,286.15,26,1,1.54,US,1612674822
Shanhecun,44.7,127.2,258.36,93,98,3.88,CN,1612675034
Birin,26.8865,88.0718,287.55,47,15,2.06,NP,1612675034
Leh,34.1667,77.5833,263.75,59,0,0.86,IN,1612675034
Marsh Harbour,26.5412,-77.0636,296.9,89,0,7.97,BS,1612675034
Rawson,-43.3002,-65.1023,287.85,64,63,5.67,AR,1612675034
Pokhara,28.2333,83.9833,292.32,27,0,2.83,NP,1612675016
Frontino,6.7801,-76.1288,291.63,89,100,0.19,CO,1612675034
Samarai,-10.6167,150.6667,303.17,69,61,1.23,PG,1612675034
Kumluca,36.3703,30.2869,287.13,61,3,1.09,TR,1612675034
Flinders,-34.5833,150.8552,298.71,68,90,6.69,AU,1612675034
Kapoeta,4.7717,33.5903,296.44,20,0,2.82,SS,1612675035
Hambantota,6.1241,81.1185,302.15,84,0,4.63,LK,1612675035
Pingliang,35.5392,106.6861,277.59,22,100,4.02,CN,1612675035
Krasnogorodskoye,56.8357,28.2822,254.59,93,0,2.17,RU,1612675035
Port Lincoln,-34.7333,135.8667,291.82,62,68,6.31,AU,1612675002
Oschersleben,52.0333,11.25,268.15,95,100,9.83,DE,1612675035
Shache,38.4167,77.2406,278.87,51,7,1.3,CN,1612674827
Algiers,36.7525,3.042,284.15,87,40,1.54,DZ,1612674976
Vardø,70.3705,31.1107,269.6,94,100,12.36,NO,1612675035
Ancud,-41.8697,-73.8203,287.04,71,0,0.51,CL,1612675031
Emerald,-23.5333,148.1667,311.48,32,40,5.14,AU,1612675035
Ucluelet,48.9329,-125.5528,279.82,79,28,0.45,CA,1612674745
Cervo,43.6702,-7.4101,273.15,100,89,2.24,ES,1612675036
Suifenhe,44.4,131.1667,259.89,83,12,4.87,CN,1612675035
Coahuayana Viejo,18.7333,-103.6833,293.71,88,0,1.26,MX,1612675036
Jumla,29.2747,82.1838,283.38,38,0,2.51,NP,1612675036
Launceston,-41.45,147.1667,297.04,37,40,4.63,AU,1612675036
Manicoré,-5.8092,-61.3003,296.18,96,97,0.56,BR,1612675036
Popondetta,-8.7537,148.2534,304.2,62,95,2.56,PG,1612675036
Leesburg,39.1157,-77.5636,275.15,75,1,1.89,US,1612674760
Saquena,-4.6667,-73.5167,296.66,97,96,0.65,PE,1612675036
Chingola,-12.529,27.8838,290.86,98,98,1.59,ZM,1612675037
Gamba,-2.65,10.0,298.89,89,91,1.27,GA,1612675037
Dalvik,65.9702,-18.5286,273.15,74,90,1.54,IS,1612675037
Kyrksæterøra,63.2906,9.0891,268.15,86,20,5.14,NO,1612675037
Moshi,-3.35,37.3333,293.15,100,75,0.78,TZ,1612675037
Jalu,29.0331,21.5482,286.4,47,0,4.06,LY,1612675037
Djibo,14.1022,-1.6306,296.96,20,100,4.08,BF,1612675037
Sisimiut,66.9395,-53.6735,270.92,80,0,9.51,GL,1612675037
Senador Guiomard,-10.1522,-67.7392,297.15,94,40,1.03,BR,1612675037
Manado,1.487,124.8455,303.15,74,40,4.12,ID,1612675038
Vyritsa,59.4078,30.3481,261.15,85,75,8.0,RU,1612675038
Dengzhou,37.8086,120.7508,273.62,82,0,8.0,CN,1612674974
Qui Nhon,13.7667,109.2333,296.99,80,91,3.71,VN,1612675038
Iqaluit,63.7506,-68.5145,269.15,68,75,3.09,CA,1612675038
Waipawa,-41.4122,175.5153,297.15,46,94,6.17,NZ,1612674847
Lompoc,34.6391,-120.4579,284.15,93,90,2.02,US,1612675038
Balkanabat,39.5108,54.3671,285.21,45,92,2.26,TM,1612675038
Price,39.5994,-110.8107,271.15,59,1,1.54,US,1612675038
Matara,5.9485,80.5353,302.82,63,43,0.84,LK,1612675038
Pringsewu,-5.3582,104.9744,302.83,71,75,2.8,ID,1612675038
Neuhof,50.4531,9.6175,272.59,96,100,1.34,DE,1612675039
Tūkrah,32.5341,20.5791,289.7,45,49,7.59,LY,1612675039
Lafia,8.4833,8.5167,295.06,24,84,1.28,NG,1612674815
Solnechnyy,50.7214,136.6319,257.28,88,100,3.7,RU,1612675039
Glyadyanskoye,54.9075,65.0883,261.02,93,100,9.82,RU,1612675039
Hammerfest,70.6634,23.6821,269.81,95,100,7.76,NO,1612675039
Januária,-15.4833,-44.3667,293.92,93,100,1.61,BR,1612675039
Ponnāni,10.767,75.9252,302.15,58,20,1.03,IN,1612675039
Aloleng,16.1307,119.7824,302.81,64,31,1.51,PH,1612675039
Peterhead,57.5058,-1.7981,275.15,55,90,5.66,GB,1612675039
Kérouané,9.2667,-9.0167,297.23,41,72,1.18,GN,1612675039
Broken Hill,-31.95,141.4333,299.15,31,0,7.2,AU,1612675040
Arlit,18.7369,7.3853,289.23,27,80,2.05,NE,1612675040
Toktogul,41.8708,72.9402,276.14,79,100,0.67,KG,1612675040
Kysyl-Syr,63.8986,122.7617,239.97,84,95,4.25,RU,1612675040
Ugoofaaru,5.6667,73.0,300.69,76,2,4.78,MV,1612675040
Verkhnevilyuysk,63.4453,120.3167,245.26,87,39,2.36,RU,1612675040
Ishigaki,24.3448,124.1572,297.15,64,20,4.12,JP,1612675040
Yemel'yanovo,56.1681,92.6767,274.15,69,0,3.0,RU,1612675040
Bachaquero,9.9694,-71.1494,299.85,70,87,1.99,VE,1612675040
Karlskrona,56.1616,15.5866,264.15,79,90,4.63,SE,1612675040
Cabreúva,-23.3075,-47.1328,292.15,82,0,4.12,BR,1612675041
Bagotville,-28.9833,153.4167,304.15,74,90,5.14,AU,1612675041
Sangar,63.9242,127.4739,240.21,80,26,5.06,RU,1612675041
Stephenville Crossing,48.5,-58.4318,273.15,59,90,18.01,CA,1612674841
Viedma,-40.8135,-62.9967,288.15,85,96,0.45,AR,1612675041
Bay Roberts,47.5999,-53.2648,275.93,93,40,10.8,CA,1612674987
Imeni Vorovskogo,55.7233,38.3414,257.15,85,75,4.0,RU,1612675041
Lerum,57.7745,12.2697,264.82,85,75,4.12,SE,1612675041
San Ramon,37.7799,-121.978,285.15,66,1,1.54,US,1612675041
Muyezerskiy,63.9333,31.65,262.18,96,100,3.54,RU,1612675042
Vana-Vigala,58.7806,24.2522,259.82,94,1,1.39,EE,1612675042
Dauphin,51.1494,-100.0502,240.15,62,1,4.12,CA,1612675042
Jacareí,-23.3053,-45.9658,292.04,88,75,2.06,BR,1612675042
Terra Santa,-2.1042,-56.4869,297.0,94,44,1.22,BR,1612675042
Uyemskiy,64.4743,40.8524,252.15,77,75,2.0,RU,1612675042
Lamu,-2.2717,40.902,298.15,83,20,1.54,KE,1612675042
Ellensburg,46.9965,-120.5479,278.15,65,1,6.69,US,1612675036
Waspán,14.7419,-83.9717,295.89,91,0,2.66,NI,1612675042
Porbandar,21.6422,69.6093,298.15,23,0,7.2,IN,1612675042
DeLand,29.0283,-81.3031,293.15,100,75,4.06,US,1612675041
Sulangan,11.1373,123.7228,300.46,82,65,5.88,PH,1612675043
Umba,66.6871,34.3429,261.39,96,100,3.6,RU,1612675043
Camaná,-16.6228,-72.7111,294.57,83,100,3.23,PE,1612675041
Nampula,-15.1165,39.2666,298.15,88,40,1.54,MZ,1612674964
Poya,-21.35,165.15,300.29,71,44,2.13,NC,1612675043
Kabanjahe,3.1001,98.4908,304.15,74,40,5.14,ID,1612675043
Harindānga,22.0383,88.3214,296.15,60,20,4.12,IN,1612675043
Mahébourg,-20.4081,57.7,303.15,70,40,4.63,MU,1612675043
Mizdah,31.4451,12.9801,288.37,32,96,2.6,LY,1612675043
Novoagansk,61.9449,76.6625,273.09,98,100,5.15,RU,1612675043
Kumul,42.8,93.45,278.66,51,80,0.57,CN,1612675044
Qaqortoq,60.7167,-46.0333,280.15,29,75,9.26,GL,1612674843
Hailin,44.5833,129.4167,259.45,88,47,2.52,CN,1612675044
Kulhudhuffushi,6.6221,73.07,300.47,77,10,5.0,MV,1612675044
Jinchang,38.4953,102.1739,278.45,44,6,1.57,CN,1612675044
Los Llanos de Aridane,28.6585,-17.9182,288.15,67,0,0.51,ES,1612675044
Altus,34.6381,-99.334,272.15,80,75,7.2,US,1612674781
Vilcún,-38.65,-72.2333,287.15,100,90,2.57,CL,1612675044
Ankang,32.68,109.0172,290.22,28,100,0.91,CN,1612675044
Pangody,65.85,74.4859,247.89,89,100,7.94,RU,1612675025
Zliten,32.4674,14.5687,292.6,31,100,5.99,LY,1612675045
Karasburg,-28.0167,18.75,290.55,52,0,2.27,NA,1612675045
Līsakovsk,52.5369,62.4936,258.87,90,51,10.35,KZ,1612675045
São Borja,-28.6606,-56.0044,290.41,77,0,2.51,BR,1612675045
São João da Barra,-21.6403,-41.0511,293.33,95,100,5.62,BR,1612675045
Lagoa,39.05,-27.9833,288.79,90,98,11.4,PT,1612674812
Watsa,3.0372,29.5355,289.88,35,49,0.52,CD,1612675045
Lemoore,36.3008,-119.7829,284.26,93,1,2.24,US,1612675045
San-Pédro,4.7485,-6.6363,298.02,93,1,2.38,CI,1612675045
Smithers,54.7804,-127.1743,266.15,86,90,6.17,CA,1612675008
Vestmannaeyjar,63.4427,-20.2734,275.6,81,49,9.9,IS,1612675046
Itoman,26.1247,127.6694,295.93,68,75,6.69,JP,1612675046
Picuí,-6.5106,-36.3469,294.1,92,5,5.04,BR,1612675046
Anadyr,64.75,177.4833,247.59,76,0,3.0,RU,1612674817
Progreso,21.2833,-89.6667,297.15,83,40,3.09,MX,1612675007
Shawnee,39.05,-95.7669,260.15,66,1,3.09,US,1612674879
Bariloche,-41.1456,-71.3082,292.15,42,0,4.12,AR,1612674813
Antofagasta,-23.65,-70.4,291.15,82,0,0.51,CL,1612675031
Tateyama,34.9833,139.8667,289.15,41,20,5.14,JP,1612675046
Antalaha,-14.9003,50.2788,300.99,69,95,1.12,MG,1612675046
Qūchān,37.106,58.5095,278.74,82,99,3.11,IR,1612675047
Province of Trapani,37.8333,12.6667,292.04,41,0,9.77,IT,1612675047
Jishou,28.3167,109.7167,286.5,80,100,0.81,CN,1612675047
Ust'-Omchug,61.15,149.6333,251.35,87,100,4.19,RU,1612675047
Hyères,43.1167,6.1167,287.15,88,90,3.6,FR,1612675047
Katherine,-14.4667,132.2667,301.15,74,40,3.09,AU,1612674851
Cantagalo,-21.9811,-42.3681,291.39,95,100,1.12,BR,1612675047
Oranjemund,-28.55,16.4333,290.39,94,65,6.19,NA,1612674808
Tirano,46.2154,10.1679,283.15,72,100,1.08,IT,1612675047
Ilovlya,49.3033,43.9796,263.15,73,40,10.0,RU,1612675047
Hibbing,47.4272,-92.9377,245.15,63,1,4.63,US,1612675047
Mórrope,-6.5417,-80.0111,293.71,87,100,0.89,PE,1612675048
São José da Coroa Grande,-8.8978,-35.1478,298.25,85,17,3.85,BR,1612675048
Pisco,-13.7,-76.2167,295.15,83,75,1.54,PE,1612674862
Ternate,0.8,127.4,300.66,77,100,3.04,ID,1612675048
Yatou,37.15,122.3833,275.55,72,0,8.77,CN,1612675048
Santa Vitória do Palmar,-33.5189,-53.3681,291.49,90,0,2.58,BR,1612675048
Esso,55.9333,158.7,267.0,92,99,1.08,RU,1612675048
Haapiti,-17.5667,-149.8667,297.15,78,75,2.57,PF,1612675048
Medvedka,61.1629,46.387,245.72,85,100,4.94,RU,1612675048
Kualakapuas,-3.0091,114.3876,303.15,74,40,2.57,ID,1612675049
Port Macquarie,-31.4333,152.9167,300.93,51,73,0.89,AU,1612675049
Isla Mujeres,21.2311,-86.731,299.26,89,40,2.57,MX,1612675049
Sampit,-2.5333,112.95,307.65,50,96,1.17,ID,1612675049
Cayenne,4.9333,-52.3333,297.15,100,75,1.54,GF,1612675049
Simpsonville,34.7371,-82.2543,274.15,100,75,3.09,US,1612674845
Balaipungut,1.05,101.2833,304.15,58,40,1.09,ID,1612675049
Mossamedes,-15.1961,12.1522,294.49,79,87,0.47,AO,1612675049
Pekalongan,-6.8886,109.6753,300.43,82,70,5.31,ID,1612675049
Mil'kovo,54.7167,158.6167,265.98,97,99,1.08,RU,1612675050
Mubi,10.2676,13.2644,292.25,25,100,1.45,NG,1612675050
Bandar-e Lengeh,26.5579,54.8807,295.15,73,13,6.17,IR,1612675050
Lokosovo,61.1333,74.8167,273.78,94,100,5.85,RU,1612675050
Ormara,25.2088,64.6357,294.59,30,0,1.82,PK,1612675050
Hudson Bay,52.85,-102.3842,239.06,82,61,2.42,CA,1612675050
Lahaina,20.8783,-156.6825,295.15,64,40,3.09,US,1612675050
Megion,61.0296,76.1136,274.15,86,90,6.0,RU,1612674847
Prainha,-1.8,-53.48,297.19,80,28,1.2,BR,1612675050
Te Anau,-45.4167,167.7167,296.29,37,1,3.08,NZ,1612675050
Mach,29.8637,67.3298,291.41,22,0,0.63,PK,1612675050
Luancheng,37.8792,114.6517,279.15,39,0,2.0,CN,1612675050
Carauari,-4.8828,-66.8958,296.78,97,100,0.92,BR,1612674840
Beyneu,45.3167,55.2,273.96,82,88,5.67,KZ,1612675051
Sheregesh,52.9209,87.9869,271.29,94,7,1.98,RU,1612675051
Tabou,4.423,-7.3528,298.75,90,5,3.34,CI,1612675051
Mangan,27.5167,88.5333,291.31,27,58,1.97,IN,1612675051
Ust-Kuyga,70.0167,135.6,239.56,82,92,2.61,RU,1612675051
Auki,-8.7676,160.7034,298.46,89,100,4.72,SB,1612675051
Lupeni,45.3603,23.2383,277.06,85,59,1.8,RO,1612675051
Kapchorwa,1.3965,34.4509,291.11,59,36,0.84,UG,1612675051
Virtsu,58.5716,23.5115,267.04,92,0,1.54,EE,1612675051
Shadrinsk,56.0852,63.6335,258.61,92,100,10.58,RU,1612675051
Namatanai,-3.6667,152.4333,302.94,68,71,3.82,PG,1612675052
Xingyi,24.1877,102.817,284.56,93,100,0.74,CN,1612675052
Choya,52.0108,86.5467,273.98,91,57,2.0,RU,1612675052
Fort Saint James,54.4333,-124.25,254.88,89,100,0.88,CA,1612675052
Taoudenni,22.6783,-3.9836,286.74,41,64,3.84,ML,1612675052
São Félix do Xingu,-6.6447,-51.995,295.67,95,100,0.7,BR,1612675052
Sioux Lookout,50.1001,-91.917,245.15,63,90,4.63,CA,1612675052
Vestmanna,62.1564,-7.1664,274.15,80,75,7.72,FO,1612675052
Kiunga,-6.1219,141.2906,303.13,71,88,3.86,PG,1612675052
Chernyakhovsk,54.6335,21.8156,257.78,94,0,1.36,RU,1612675052
Touros,-5.1989,-35.4608,296.15,94,20,1.54,BR,1612675052
Wajir,1.7471,40.0573,297.04,73,1,5.03,KE,1612675053
Tuzla,44.5428,18.6694,282.15,66,40,3.09,BA,1612675053
Flin Flon,54.7682,-101.865,237.52,81,3,3.75,CA,1612675052
Ixtapa,20.7,-105.2,294.15,88,1,1.0,MX,1612675053
Laguna,38.421,-121.4238,283.15,81,1,1.32,US,1612674984
Zeya,53.75,127.2667,255.67,81,0,1.57,RU,1612674977
Houlton,46.1262,-67.8403,267.15,58,75,3.09,US,1612674865
Vrangel',42.7297,133.0839,265.38,80,0,6.88,RU,1612675053
Kinshasa,-4.3246,15.3215,296.15,94,53,0.67,CD,1612675070
Farafangana,-22.8167,47.8333,300.78,77,97,5.54,MG,1612675053
